plan_id,plan_name,description,difficulty_level,goal,equipment,training_part
337, Bodyweight Upper Body and Core Strength and Power,"This workout involves bodyweight exercises targeting the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,None,Upper Body/Core
338, Plyometric Full-Body Power Workout,"This workout involves explosive, high-intensity movements targeting all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,None,Full Body
339, Yoga for Improved Energy and Vitality,This yoga routine is designed to increase energy levels and promote vitality through specific poses and breathing exercises.,Intermediate,Increase energy and vitality,Yoga mat,Mind-Body
340, Resistance Band Full-Body Strength and Conditioning,This workout uses resistance bands to target all major muscle groups for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Resistance bands,Full Body
341, Dumbbell Lower Body and Core Circuit,This workout uses dumbbells to target the muscles of the lower body and core in a circuit format for increased strength and conditioning.,Intermediate,Increase lower body and core strength,Dumbbells,Lower Body/Core
342, Kettlebell Full-Body Strength and Power,"This workout uses kettlebells to target all major muscle groups in explosive, power movements for increased strength and conditioning.",Advanced,Increase overall strength and power,Kettlebells,Full Body
343, Bodyweight Leg and Core Circuit,This workout involves bodyweight exercises targeting the muscles of the legs and core in a circuit format.,Intermediate,Increase leg and core strength,None,Lower Body/Core
344, Yoga for Improved Posture and Alignment,This yoga routine is designed to improve posture and alignment through specific poses and breathing exercises.,Beginner-Intermediate,Improve posture and alignment,Yoga mat,Mind-Body
345, Resistance Band Upper Body and Core Power,"This workout uses resistance bands to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Resistance bands,Upper Body/Core
346, Medicine Ball Full-Body Strength and Power,"This workout uses medicine balls to target all major muscle groups in explosive, power movements for increased strength and conditioning.",Advanced,Increase overall strength and power,Medicine balls,Full Body
347, Dumbbell Upper Body and Leg Circuit,This workout uses dumbbells to target the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Dumbbells,Upper Body/Lower Body
348, Kettlebell Arm and Core Strength and Conditioning,This workout uses kettlebells to target the muscles of the arms and core for increased strength and conditioning.,Intermediate,Increase arm and core strength,Kettlebells,Upper Body/Core
349, Bodyweight Full-Body Strength and Power,"This workout involves bodyweight exercises in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,None,Full Body
350, Yoga for Improved Mental Clarity and Focus,This yoga routine is designed to improve mental clarity and focus through specific poses and breathing exercises.,Intermediate,Improve mental clarity and focus,Yoga mat,Mind-Body
351, Resistance Band Full-Body Strength and Power,"This workout uses resistance bands in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Resistance bands,Full Body
352, Dumbbell Core and Arm Circuit,This workout uses dumbbells to target the muscles of the core and arms in a circuit format for increased strength and conditioning.,Intermediate,Increase core and arm strength,Dumbbells,Core/Upper Body
353, Plyometric Lower Body and Core Strength and Conditioning,"This workout involves explosive, high-intensity movements targeting the muscles of the lower body and core for increased strength and conditioning.",Advanced,Increase lower body and core strength,None,Lower Body/Core
354, Kettlebell Upper Body and Core Power,"This workout uses kettlebells to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Kettlebells,Upper Body/Core
355, Bodyweight Upper Body and Core Power,"This workout involves bodyweight exercises targeting the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,None,Upper Body/Core
356, Resistance Band Upper Body and Core Strength and Power,"This workout uses resistance bands to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Resistance bands,Upper Body/Core
357, Medicine Ball Leg and Core Circuit,This workout uses medicine balls to target the muscles of the legs and core in a circuit format for increased strength and conditioning.,Intermediate,Increase leg and core strength,Medicine balls,Lower Body/Core
358, Dumbbell Upper Body and Core Power,"This workout uses dumbbells to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Dumbbells,Upper Body/Core
359, Kettlebell Full-Body Circuit,This workout uses kettlebells to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Kettlebells,Full Body
360, Bodyweight Full-Body Strength and Conditioning,This workout involves bodyweight exercises targeting all major muscle groups for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,None,Full Body
361, Yoga for Improved Flexibility and Mobility,This yoga routine is designed to improve flexibility and mobility through specific poses and breathing exercises.,Beginner-Intermediate,Improve flexibility and mobility,Yoga mat,Mind-Body
362, Resistance Band Leg and Core Strength and Conditioning,This workout uses resistance bands to target the muscles of the legs and core for increased strength and conditioning.,Intermediate,Increase leg and core strength,Resistance bands,Lower Body/Core
363, Medicine Ball Upper Body and Core Power,"This workout uses medicine balls to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Medicine balls,Upper Body/Core
364, Dumbbell Full-Body Circuit,This workout uses dumbbells to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Dumbbells,Full Body
365, Kettlebell Leg and Core Circuit,This workout uses kettlebells to target the muscles of the legs and core in a circuit format for increased strength and conditioning.,Intermediate,Increase leg and core strength,Kettlebells,Lower Body/Core
366, Bodyweight Upper Body and Leg Circuit,This workout involves bodyweight exercises targeting the muscles of the upper body and legs in a circuit format.,Intermediate,Increase upper body and leg strength,None,Upper Body/Lower Body
367, Yoga for Improved Balance and Stability,This yoga routine is designed to improve balance and stability through specific poses and breathing exercises.,Intermediate,Improve balance and stability,Yoga mat,Mind-Body
368, Resistance Band Full-Body Strength and Power,"This workout uses resistance bands in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Resistance bands,Full Body
369, Medicine Ball Upper Body and Leg Circuit,This workout uses medicine balls to target the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Medicine balls,Upper Body/Lower Body
370, Dumbbell Leg and Core Power,"This workout uses dumbbells to target the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,Dumbbells,Lower Body/Core
371, Bodyweight Full-Body Power,"This workout involves bodyweight exercises in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,None,Full Body
372, Yoga for Improved Digestion and Gut Health,This yoga routine is designed to improve digestion and promote gut health through specific poses and breathing exercises.,Beginner-Intermediate,Improve digestion and gut health,Yoga mat,Mind-Body
373, Resistance Band Upper Body and Leg Circuit,This workout uses resistance bands to target the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Resistance bands,Upper Body/Lower Body
374, Medicine Ball Full-Body Circuit,This workout uses medicine balls to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Medicine balls,Full Body
375, Dumbbell Arm and Core Power,"This workout uses dumbbells to target the muscles of the arms and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase arm and core strength,Dumbbells,Upper Body/Core
376, Kettlebell Full-Body Power,"This workout uses kettlebells in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Kettlebells,Full Body
377, Bodyweight Core and Leg Circuit,This workout involves bodyweight exercises targeting the muscles of the core and legs in a circuit format.,Intermediate,Increase core and leg strength,None,Lower Body/Core
378, Yoga for Improved Breath Control and Lung Capacity,This yoga routine is designed to improve breath control and lung capacity through specific poses and breathing exercises.,Intermediate,Improve breath control and lung capacity,Yoga mat,Mind-Body
379, Resistance Band Upper Body and Core Circuit,This workout uses resistance bands to target the muscles of the upper body and core in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and core strength,Resistance bands,Upper Body/Core
380, Medicine Ball Leg and Core Power,"This workout uses medicine balls to target the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,Medicine balls,Lower Body/Core
381, Dumbbell Full-Body Power,"This workout uses dumbbells in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Dumbbells,Full Body
382, Kettlebell Upper Body and Leg Power,"This workout uses kettlebells to target the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,Kettlebells,Upper Body/Lower Body
383, Bodyweight Upper Body and Leg Power,"This workout involves bodyweight exercises targeting the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,None,Upper Body/Lower Body
384, Yoga for Improved Mobility and Joint Health,This yoga routine is designed to improve mobility and promote joint health through specific poses and breathing exercises.,Intermediate,Improve mobility and joint health,Yoga mat,Mind-Body
385, Resistance Band Full-Body Circuit,This workout uses resistance bands to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Resistance bands,Full Body
386, Dumbbell Leg and Core Circuit,This workout uses dumbbells to target the muscles of the legs and core in a circuit format for increased strength and conditioning.,Intermediate,Increase leg and core strength,Dumbbells,Lower Body/Core
387, Kettlebell Arm and Core Power,"This workout uses kettlebells to target the muscles of the arms and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase arm and core strength,Kettlebells,Upper Body/Core
388, Bodyweight Upper Body and Core Power,"This workout involves bodyweight exercises targeting the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,None,Upper Body/Core
389, Yoga for Improved Sleep and Relaxation,This yoga routine is designed to improve sleep quality and promote relaxation through specific poses and breathing exercises.,Beginner-Intermediate,Improve sleep and relaxation,Yoga mat,Mind-Body
390, Resistance Band Leg and Core Power,"This workout uses resistance bands to target the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,Resistance bands,Lower Body/Core
391, Medicine Ball Upper Body and Leg Power,"This workout uses medicine balls to target the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,Medicine balls,Upper Body/Lower Body
392, Dumbbell Full-Body Circuit,This workout uses dumbbells to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Dumbbells,Full Body
393, Kettlebell Leg and Core Power,"This workout uses kettlebells to target the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,Kettlebells,Lower Body/Core
394, Bodyweight Core and Arm Circuit,This workout involves bodyweight exercises targeting the muscles of the core and arms in a circuit format.,Intermediate,Increase core and arm strength,None,Core/Upper Body
395, Yoga for Improved Self-awareness and Mindfulness,This yoga routine is designed to improve self-awareness and promote mindfulness through specific poses and breathing exercises.,Intermediate,Improve self-awareness and mindfulness,Yoga mat,Mind-Body
396, Resistance Band Full-Body Power,"This workout uses resistance bands in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Resistance bands,Full Body
397, Medicine Ball Upper Body and Core Power,"This workout uses medicine balls to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Medicine balls,Upper Body/Core
398, Dumbbell Leg and Core Power,"This workout uses dumbbells to target the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,Dumbbells,Lower Body/Core
399, Kettlebell Full-Body Strength and Conditioning,This workout uses kettlebells to target all major muscle groups for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Kettlebells,Full Body
400, Bodyweight Leg and Core Power,"This workout involves bodyweight exercises targeting the muscles of the legs and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and core strength,None,Lower Body/Core
401, Resistance Band Arm and Core Circuit,This workout uses resistance bands to target the muscles of the arms and core in a circuit format for increased strength and conditioning.,Intermediate,Increase arm and core strength,Resistance bands,Upper Body/Core
402, Medicine Ball Full-Body Power,"This workout uses medicine balls in explosive, power movements to target all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Medicine balls,Full Body
403, Dumbbell Upper Body and Leg Circuit,This workout uses dumbbells to target the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Dumbbells,Upper Body/Lower Body
404, Kettlebell Core and Arm Power,"This workout uses kettlebells to target the muscles of the core and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase core and arm strength,Kettlebells,Core/Upper Body
405, Bodyweight Upper Body and Core Circuit,This workout involves bodyweight exercises targeting the muscles of the upper body and core in a circuit format.,Intermediate,Increase upper body and core strength,None,Upper Body/Core
406, Yoga for Improved Posture and Alignment,This yoga routine is designed to improve posture and alignment through specific poses and breathing exercises.,Intermediate,Improve posture and alignment,Yoga mat,Mind-Body
407, Resistance Band Leg and Arm Power,"This workout uses resistance bands to target the muscles of the legs and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and arm strength,Resistance bands,Lower Body/Upper Body
408, Medicine Ball Upper Body and Core Strength and Conditioning,This workout uses medicine balls to target the muscles of the upper body and core for increased strength and conditioning.,Intermediate,Increase upper body and core strength,Medicine balls,Upper Body/Core
409, Dumbbell Leg and Arm Power,"This workout uses dumbbells to target the muscles of the legs and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and arm strength,Dumbbells,Lower Body/Upper Body
410, Kettlebell Upper Body and Core Power,"This workout uses kettlebells to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Kettlebells,Upper Body/Core
411, Bodyweight Full-Body Circuit,This workout involves bodyweight exercises targeting all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,None,Full Body
412, Yoga for Improved Emotional Regulation and Mood,This yoga routine is designed to improve emotional regulation and promote a positive mood through specific poses and breathing exercises.,Beginner-Intermediate,Improve emotional regulation and mood,Yoga mat,Mind-Body
413, Resistance Band Upper Body and Leg Power,"This workout uses resistance bands to target the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,Resistance bands,Upper Body/Lower Body
414, Medicine Ball Core and Arm Circuit,This workout uses medicine balls to target the muscles of the core and arms in a circuit format for increased strength and conditioning.,Intermediate,Increase core and arm strength,Medicine balls,Core/Upper Body
415, Dumbbell Upper Body and Core Strength and Conditioning,This workout uses dumbbells to target the muscles of the upper body and core for increased strength and conditioning.,Intermediate,Increase upper body and core strength,Dumbbells,Upper Body/Core
416, Bodyweight Arm and Core Power,"This workout involves bodyweight exercises targeting the muscles of the arms and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase arm and core strength,None,Upper Body/Core
417, Yoga for Improved Focus and Concentration,This yoga routine is designed to improve focus and concentration through specific poses and breathing exercises.,Intermediate,Improve focus and concentration,Yoga mat,Mind-Body
418, Resistance Band Full-Body Strength and Conditioning,This workout uses resistance bands to target all major muscle groups for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Resistance bands,Full Body
419, Medicine Ball Upper Body and Leg Strength and Conditioning,This workout uses medicine balls to target the muscles of the upper body and legs for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Medicine balls,Upper Body/Lower Body
420, Dumbbell Core and Arm Power,"This workout uses dumbbells to target the muscles of the core and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase core and arm strength,Dumbbells,Core/Upper Body
421, Kettlebell Full-Body Circuit,This workout uses kettlebells to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Kettlebells,Full Body
422, Bodyweight Leg and Arm Power,"This workout involves bodyweight exercises targeting the muscles of the legs and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase leg and arm strength,None,Lower Body/Upper Body
423, Yoga for Improved Flexibility and Range of Motion,This yoga routine is designed to improve flexibility and range of motion through specific poses and breathing exercises.,Intermediate,Improve flexibility and range of motion,Yoga mat,Mind-Body
424, Resistance Band Upper Body and Core Power,"This workout uses resistance bands to target the muscles of the upper body and core in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and core strength,Resistance bands,Upper Body/Core
425, Medicine Ball Leg and Arm Circuit,This workout uses medicine balls to target the muscles of the legs and arms in a circuit format for increased strength and conditioning.,Intermediate,Increase leg and arm strength,Medicine balls,Lower Body/Upper Body
426, Dumbbell Upper Body and Leg Power,"This workout uses dumbbells to target the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,Dumbbells,Upper Body/Lower Body
427, Kettlebell Core and Leg Power,"This workout uses kettlebells to target the muscles of the core and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase core and leg strength,Kettlebells,Core/Lower Body
428, Bodyweight Full-Body Power,"This workout involves bodyweight exercises in explosive, power movements targeting all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,None,Full Body
429, Yoga for Improved Body Awareness and Coordination,This yoga routine is designed to improve body awareness and coordination through specific poses and breathing exercises.,Intermediate,Improve body awareness and coordination,Yoga mat,Mind-Body
430, Resistance Band Leg and Core Circuit,This workout uses resistance bands to target the muscles of the legs and core in a circuit format for increased strength and conditioning.,Intermediate,Increase leg and core strength,Resistance bands,Lower Body/Core
431, Dumbbell Upper Body and Core Circuit,This workout uses dumbbells to target the muscles of the upper body and core in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and core strength,Dumbbells,Upper Body/Core
432, Kettlebell Arm and Leg Power,"This workout uses kettlebells to target the muscles of the arms and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase arm and leg strength,Kettlebells,Upper Body/Lower Body
433, Bodyweight Core and Leg Circuit,This workout involves bodyweight exercises targeting the muscles of the core and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase core and leg strength,None,Core/Lower Body
434, Yoga for Improved Digestion and Gut Health,This yoga routine is designed to improve digestion and promote gut health through specific poses and breathing exercises.,Beginner-Intermediate,Improve digestion and gut health,Yoga mat,Mind-Body
435, Resistance Band Upper Body and Leg Circuit,This workout uses resistance bands to target the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Resistance bands,Upper Body/Lower Body
436, Medicine Ball Core and Leg Power,"This workout uses medicine balls to target the muscles of the core and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase core and leg strength,Medicine balls,Core/Lower Body
437, Dumbbell Full-Body Power,"This workout uses dumbbells in explosive, power movements targeting all major muscle groups for increased strength and conditioning.",Advanced,Increase overall strength and power,Dumbbells,Full Body
438, Kettlebell Upper Body and Leg Strength and Conditioning,This workout uses kettlebells to target the muscles of the upper body and legs for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,Kettlebells,Upper Body/Lower Body
439, Bodyweight Upper Body and Leg Power,"This workout involves bodyweight exercises targeting the muscles of the upper body and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase upper body and leg strength,None,Upper Body/Lower Body
440, Yoga for Improved Energy and Vitality,This yoga routine is designed to improve energy and promote vitality through specific poses and breathing exercises.,Beginner-Intermediate,Improve energy and vitality,Yoga mat,Mind-Body
441, Resistance Band Core and Arm Power,"This workout uses resistance bands to target the muscles of the core and arms in explosive, power movements for increased strength and conditioning.",Advanced,Increase core and arm strength,Resistance bands,Core/Upper Body
442, Medicine Ball Full-Body Circuit,This workout uses medicine balls to target all major muscle groups in a circuit format for increased strength and conditioning.,Intermediate,Increase overall strength and conditioning,Medicine balls,Full Body
443, Dumbbell Arm and Leg Power,"This workout uses dumbbells to target the muscles of the arms and legs in explosive, power movements for increased strength and conditioning.",Advanced,Increase arm and leg strength,Dumbbells,Upper Body/Lower Body
444, Kettlebell Core and Upper Body Circuit,This workout uses kettlebells to target the muscles of the core and upper body in a circuit format for increased strength and conditioning.,Intermediate,Increase core and upper body strength,Kettlebells,Core/Upper Body
445, Bodyweight Upper Body and Leg Circuit,This workout involves bodyweight exercises targeting the muscles of the upper body and legs in a circuit format for increased strength and conditioning.,Intermediate,Increase upper body and leg strength,None,Upper Body/Lower Body
